// timecycle generated by derpy's script loader



////////////////////////////////////// Sunny
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Midnight
107 106 83	234 224 190	73 85 103	159 160 129	186 182 154	0.000	109 116 160	166 169 172	165 156 56	81 80 26	3.000	1.000	1.000	-108	0.500	0.500	400	-10	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	165 168 203	164 182 200	2	248 253 252 116	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 11AM
112 111 86	241 234 198	73 85 103	159 160 129	186 182 154	0.000	95 101 146	146 157 170	165 156 56	81 80 26	3.000	1.000	1.000	-92	0.500	0.500	400	-10	1.000	0.600 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	122 126 180	133 157 182	2	248 253 252 120	0.500	1.000	0.500	1.000	0.500	1.000	2500

//
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Midday
116 115 88	255 255 213	73 85 103	159 160 129	186 182 154	0.000	105 111 175	159 162 193	165 156 56	81 80 26	3.000	1.000	1.000	-76	0.500	0.500	400	-10	1.000	0.800 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	89 95 153	102 132 162	2	248 253 252 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 1PM
112 111 86	247 243 204	73 85 103	146 148 124	186 182 154	0.000	133 153 171	146 157 170	165 156 56	81 80 26	3.000	1.000	1.000	-92	0.500	0.500	400	-10	1.000	0.600 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	122 126 180	133 157 182	2	248 253 252 120	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 2PM
107 106 83	239 231 195	73 85 103	134 136 120	186 182 154	0.000	122 140 157	166 169 172	165 156 56	81 80 26	3.000	1.000	1.000	-108	0.500	0.500	400	-10	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	165 168 203	164 182 200	2	248 253 252 116	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 3PM
103 102 81	231 219 187	83 88 94	121 124 115	186 182 154	0.000	111 126 143	166 169 172	165 156 56	81 80 26	3.000	1.000	1.000	-124	0.500	0.500	400	-10	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	187 189 215	164 182 200	2	248 253 252 100	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 4PM
99 98 78	223 208 178	82 87 92	109 112 111	186 182 154	0.000	100 113 129	99 105 126	165 156 56	81 80 26	3.000	1.000	1.000	116	0.500	0.500	400	-10	1.000	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	180 182 207	164 182 200	2	248 253 252 75	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 5PM
94 93 76	215 196 170	82 87 92	96 100 106	186 182 154	0.000	100 113 129	143 153 166	160 143 24	81 80 26	3.000	1.000	1.000	100	0.500	0.500	400	-10	1.000	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	180 182 207	164 182 200	2	248 253 252 75	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 6PM
94 93 76	215 196 170	80 85 90	74 77 87	186 182 154	0.000	100 113 129	143 153 166	160 143 24	81 80 26	8.000	1.000	1.000	90	0.500	0.500	400	-10	1.000	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	180 182 207	164 182 200	2	248 253 252 75	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 7PM
94 93 76	215 196 170	85 91 98	65 67 73	186 182 154	0.000	89 100 115	143 153 166	160 143 24	81 80 26	0.000	1.000	1.000	50	0.500	0.500	400	-30	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.200	130 130 130	195 195 195	2	248 253 252 75	0.500	0.600	0.500	1.000	0.500	1.000	2500

// 8PM
94 93 76	190 158 126	85 91 98	55 56 58	97 73 82	0.000	62 69 102	90 69 78	202 66 0	64 41 0	0.000	1.000	1.000	50	0.500	0.500	400	-80	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.200	49 49 49	58 44 44	2	248 253 252 100	0.500	0.600	0.500	1.000	0.500	1.000	2500

// 9PM
73 75 86	129 129 152	101 109 116	46 46 44	61 65 62	0.000	10 10 10	32 44 49	3 0 0	5 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-100	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.200	18 22 24	47 58 66	2	248 253 252 255	0.500	0.600	0.500	1.000	0.500	1.000	2500

// 10PM
73 75 86	129 129 152	101 109 116	46 46 44	61 65 62	0.000	10 10 10	32 44 49	3 0 0	5 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-100	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.200	18 22 24	47 58 66	2	248 253 252 255	0.500	0.600	0.500	1.000	0.500	1.000	2500

// 11PM
73 75 86	129 129 152	101 109 116	46 46 44	61 65 62	0.000	10 10 10	32 44 49	3 0 0	5 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-100	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.200	18 22 24	35 44 50	2	248 253 252 255	0.500	0.600	0.500	1.000	0.500	1.000	2500

////////////////////////////////////// CLOUDY
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Midnight
73 75 86	200 200 200	115 124 130	46 46 44	61 65 62	0.000	27 27 27	25 25 25	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-90	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 56	20 20 20	2	191 185 249 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 1AM
73 75 86	200 200 200	115 124 130	46 46 44	61 65 62	0.000	27 27 27	25 25 25	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-90	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 56	20 20 20	2	191 185 249 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 2AM
73 75 86	200 200 200	115 124 130	46 46 44	61 65 62	0.000	27 27 27	25 25 25	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-90	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 56	20 20 20	2	191 185 249 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 3AM
73 75 86	200 200 200	115 124 130	46 46 44	61 65 62	0.000	27 27 27	25 25 25	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-90	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 56	20 20 20	2	191 185 249 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 4AM
73 75 86	200 200 200	115 124 130	46 46 44	70 74 71	0.000	27 27 27	25 25 25	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-90	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 56	20 20 20	2	191 185 249 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 5AM
79 79 79	200 200 200	115 124 130	46 46 44	70 74 71	0.000	27 27 27	25 25 25	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-20	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 56	20 20 20	2	191 185 249 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 6AM
79 79 79	200 200 200	115 124 130	51 51 49	70 74 71	0.000	69 69 69	88 88 88	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-20	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 56	20 20 20	2	191 185 249 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 7AM
79 79 79	162 175 191	82 87 92	64 64 62	70 74 71	0.000	77 77 77	124 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 8AM
79 79 79	166 178 193	82 87 92	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 142	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 9AM
79 79 79	170 182 196	82 87 92	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 156	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 10AM
79 79 79	174 185 199	82 87 92	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 171	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 11AM
79 79 79	178 189 202	82 87 92	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 185	0.500	1.000	0.500	1.000	0.500	1.000	2500

//
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Midday
79 79 79	182 193 205	82 87 92	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 200	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 1PM
79 79 79	179 190 203	82 87 92	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 188	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 2PM
79 79 79	176 187 201	82 87 92	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 176	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 3PM
79 79 79	173 185 199	82 87 92	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 164	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 4PM
79 79 79	170 182 197	82 87 92	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 152	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 5PM
79 79 79	167 180 195	82 87 92	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 140	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 6PM
79 79 79	164 177 193	82 87 92	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	1.000	0.500 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 7PM
79 79 79	164 177 193	82 87 92	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-30	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	100 100 100	60 60 60	2	191 185 249 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 8PM
79 79 79	164 177 193	82 87 92	64 64 62	97 73 82	0.000	69 69 69	84 84 80	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-50	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	83 83 85	46 46 46	2	191 185 249 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 9PM
73 75 86	200 200 200	62 66 70	46 46 44	61 65 62	0.000	27 27 27	25 25 25	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-90	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	66 66 70	33 33 33	2	191 185 249 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 10PM
73 75 86	200 200 200	62 66 70	46 46 44	61 65 62	0.000	27 27 27	25 25 25	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-90	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 56	20 20 20	2	191 185 249 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 11PM
73 75 86	200 200 200	62 66 70	46 46 44	61 65 62	0.000	27 27 27	25 25 25	0 0 0	0 0 0	0.000	1.000	1.000	50	0.500	0.500	400	-90	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 56	20 20 20	2	191 185 249 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

////////////////////////////////////// RAINY
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Midnight
91 91 100	200 200 200	101 109 116	46 46 44	61 65 62	0.000	35 35 35	30 30 30	0 0 0	0 0 0	0.000	1.000	1.500	50	0.500	0.500	400	-80	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	50 50 56	28 28 36	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 1AM
91 91 100	200 200 200	101 109 116	46 46 44	61 65 62	0.000	35 35 35	30 30 30	0 0 0	0 0 0	0.000	1.000	1.500	50	0.500	0.500	400	-80	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	50 50 56	28 28 36	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 2AM
91 91 100	200 200 200	101 109 116	46 46 44	61 65 62	0.000	35 35 35	30 30 30	0 0 0	0 0 0	0.000	1.000	1.500	50	0.500	0.500	400	-80	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	50 50 56	28 28 36	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 3AM
91 91 100	200 200 200	101 109 116	46 46 44	61 65 62	0.000	35 35 35	30 30 30	0 0 0	0 0 0	0.000	1.000	1.500	50	0.500	0.500	400	-80	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	50 50 56	28 28 36	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 4AM
91 91 100	200 200 200	101 109 116	46 46 44	70 74 71	0.000	36 36 36	30 30 30	0 0 0	0 0 0	0.000	1.000	1.500	50	0.500	0.500	400	-80	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	50 50 56	28 28 36	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 5AM
91 91 100	200 200 200	101 109 116	46 46 44	70 74 71	0.000	39 39 39	30 30 30	0 0 0	0 0 0	0.000	1.000	1.500	50	0.500	0.500	400	-30	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	50 50 56	28 28 36	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 6AM
91 91 100	200 200 200	101 109 116	51 51 49	70 74 71	0.000	69 69 69	88 88 88	0 0 0	0 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-30	0.500	0.400 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	50 50 56	28 28 36	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 7AM
120 120 120	158 186 194	83 88 94	64 64 62	70 74 71	0.000	77 77 77	124 104 104	0 0 0	0 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-30	1.000	0.300 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	100 100 100	60 60 60	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 8AM
120 120 120	163 189 197	83 88 94	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-30	1.000	0.300 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	100 100 100	60 60 60	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 9AM
120 120 120	168 193 200	83 88 94	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-30	1.000	0.300 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	100 100 100	60 60 60	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 10AM
120 120 120	173 196 204	83 88 94	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-30	1.000	0.300 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	100 100 100	60 60 60	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 11AM
120 120 120	178 200 207	83 88 94	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-30	1.000	0.300 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	100 100 100	60 60 60	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

//
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Midday
120 120 120	183 204 210	83 88 94	64 64 62	205 205 205	0.000	77 77 77	104 104 104	0 0 0	0 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-30	1.000	0.300 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.400	100 100 100	60 60 60	2	227 227 230 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 1PM
