//Amb_Props - ambient lights for animated props
//Amb_World - ambient light for the world
//Amb_Peds - ambient light for cars, peds and dynamic objects 
//Sun RGB - Sun RGBectional light used for cars and peds (RGB)
//Back - Back lighting opposite to Sun RGB light and also used for cars and peds (RGB)
//BackInt - Back lighting intensity modifier
//SKYTOP - colour of the sky gradient at top (RGB)
//Sky bot - colour of the sky gradient at bottom (RGB)
//Sun RGBcore - colour of the centre of the Sun RGB (RGB)
//Sun RGBcorona - colour of the glow around the Sun RGB (RGB)
//Sun RGBsz - size of the Sun RGB
//Sprsz - multiplier for the size of sprites
//Sprbrght - brightness of sprites
//Shdw - alpha of cast shadows (don’t think its used anymore)
//Lightshd - alpha for cast light (traffic lights or lampposts)
//Poleshd - alpha for the shadow of poles (lampposts)
//Farclip - fairly obvious sets far clip plane for the game
//Fogst - distance the fog starts from the camera (can be negative)
//Lightonground - don’t know!!
//lowcloudsRGB - colour of the long thin clouds (RGB)
//TopCloudRGB - colour of the top of the big clouds (RGB)
//BottomCloudRGB - colour of the bottom of the big clouds (RGB)
//BLURRGB - the colour of the overlay used when the game has motion blur on RGBA but in vc the drawmode for the overlay was additive and the alpha has no effect. High nubers mean very very blurry
//waterRGBA - used to colour dynamic water and set transparency.
//GlowThresh - Threshold for the Glow effect
//GlowStrength - Well, duh
//CloudSpeed - how fast the sky dome rotates
//CloudTopRGB- cpv for the sky dome top layer
//CloudBotRGB- cpv for the sky dome bottom layer
//ColFilterMode - full-screen color filter mode: 0-disable, 1-modulate, 2-add
//ColFilterRGBA - color to use
// AmbLRange - Ambient value lower range
// AmbHRange - Ambient value higher range
// SunLRange - Sun light lower range
// SunHRange - Sun light higher range
// BackLRange - Back light lower range
// BackHRange - Back light higher range

////////////////////////////////////// WINTER_SUNNY
// Amb_Props			Amb_World			Amb_Peds		Sun RGB		BackRGB		BackInt				Sky top			Sky bot			Sun RGBCore			Sun RGBCorona		Sun RGBSz	SprSz	SprBght		Shdw	LightShd	PoleShd		FarClp		FogSt	LightOnGround	LowCloudsRGB	TopCloudRGB		BottomCloudRGB		BlurRGB				WaterRGBA		GlowThresh		GlowStrength		CloudSpeed		CloudTopRGB		CloudBotRGB		ColFilterMode		ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange

// Midnight
92 91 84		177 179 186		92 91 84		105 105 105		92 91 84		0.25		90 97 127		170 174 196		5 0 0			5 0 0		0	0	100	140	100		0			350		-50.0	1.0			226 226 226		226 226 226		196 196 196			255 255 255			42 46 42 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 7AM
95 101 107		177 179 186		95 101 107		105 105 105		95 101 107		0.25		137 156 188		170 174 196		5 0 0		5 0 0		0	0	100	100	50		0				350		-40	1.0				226 226 226		226 226 226		196 196 196			255 255 255			47 52 47 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 8AM
95 101 107		177 179 186		95 101 107		105 105 105		95 101 107		0.25		137 156 188		170 174 196		5 0 0		5 0 0		0	0	100	140	0		0				350		-30	1.0				226 226 226		226 226 226		196 196 196			255 255 255			47 52 47 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 9AM
95 101 107		177 179 186		95 101 107		105 105 105		95 101 107		0.25		137 156 188		170 174 196		5 0 0		5 0 0		0	0	100	140	0		0				350		-30	1.0				226 226 226		226 226 226		196 196 196			255 255 255			52 58 53 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 10AM
95 101 107		177 179 186		95 101 107		105 105 105		95 101 107		0.25		137 156 188		170 174 196		5 0 0		5 0 0		0	0	100	150	0		0				350		-30	1.0				226 226 226		226 226 226		196 196 196			255 255 255			52 58 53 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 11AM
95 101 107		177 179 186		95 101 107		105 105 105		95 101 107		0.25		137 156 188		170 174 196		5 0 0		5 0 0		0	0	100	150	0		0				350		-50.0	1.0				226 226 226		226 226 226		196 196 196			255 255 255			52 58 53 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

//
// Amb_Props			Amb_World			Amb_Peds		Sun RGB		BackRGB		BackInt				Sky top			Sky bot			Sun RGBCore			Sun RGBCorona		Sun RGBSz	SprSz	SprBght		Shdw	LightShd	PoleShd		FarClp		FogSt	LightOnGround	LowCloudsRGB	TopCloudRGB		BottomCloudRGB		BlurRGB				WaterRGBA		GlowThresh		GlowStrength		CloudSpeed		CloudTopRGB		CloudBotRGB		ColFilterMode		ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange

// Midday
95 101 107		177 179 186		95 101 107		105 105 105		95 101 107		0.25		137 156 188		170 174 196		5 0 0		5 0 0		0	0	100	150	0		0				350		-50.0	1.0				226 226 226		226 226 226		196 196 196			255 255 255			52 58 53 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 1PM
95 101 107		177 179 186		95 101 107		105 105 105		95 101 107		0.25		137 156 188		170 174 196		5 0 0		5 0 0		0	0	100	150	0		0				350		-50.0	1.0				226 226 226		226 226 226		196 196 196			255 255 255			52 58 53 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 2PM
95 101 107		177 179 186		95 101 107		105 105 105		95 101 107		0.25		137 156 188		170 174 196		5 0 0		5 0 0		0	0	100	150	0		0				350		-50.0	1.0				226 226 226		226 226 226		196 196 196			255 255 255			52 58 53 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 3PM
95 101 107		177 179 186		95 101 107		105 105 105		95 101 107		0.25		137 156 188		170 174 196		5 0 0		5 0 0		0	0	100	150	0		0				350		-50.0	1.0				226 226 226		226 226 226		196 196 196			255 255 255			52 58 53 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 4PM
95 101 107		177 179 186		95 101 107		105 105 105		95 101 107		0.25		137 156 188		170 174 196		5 0 0		5 0 0		0	0	100	150	0		0				350		-50.0	1.0				226 226 226		226 226 226		196 196 196			255 255 255			52 58 53 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 5PM
80 87 90		177 179 186		80 87 90		105 105 105		80 87 90		0.25		137 156 188		170 174 196		5 0 0		5 0 0		0	0	100	140	0		0				350		-50.0	1.0				226 226 226		226 226 226		196 196 196			255 255 255			52 58 53 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 6PM
80 87 90		199 200 199		80 87 90		105 105 105		80 87 90		0.25		137 156 188		170 174 196		5 0 0		5 0 0		0	0	100	120	0		0				350		-50.0	1.0				226 226 226		226 226 226		196 196 196			255 255 255			52 58 53 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 7PM
80 87 90		178 182 193		80 87 90		55 55 55		80 87 90		0.25		79 85 96		73 78 103		5 0 0		5 0 0		1	0.50	100	110	40		0				350		-50.0	1.0			226 226 226		226 226 226		196 196 196			255 255 255			52 58 53 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 8PM
80 87 90		157 164 187		80 87 90		55 55 55		80 87 90		0.25		52 56 73		73 78 103		5 0 0		5 0 0		2.0	0.50	100	100	60		0				350		-50.0	1.0				226 226 226		226 226 226		196 196 196				255 255 255			45 50 45 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 9PM
70 74 71		148 155 180		70 74 71		55 55 55		70 74 71		0.25		37 40 52		73 78 103		5 0 0		5 0 0		2.5	0.50	100	100	80		0				350		-50.0	1.0				226 226 226		226 226 226		196 196 196				255 255 255			38 42 38 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 10PM
70 74 71		148 155 180		70 74 71		55 55 55		70 74 71		0.25		25 25 25		73 78 103		5 0 0			5 0 0			3	0.50	100	160	100		0		350		-50.0	1.0				226 226 226		226 226 226		196 196 196				255 255 255			31 34 30 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 11PM
70 74 71		148 155 180		70 74 71		55 55 55		70 74 71		0.25		25 25 25		73 78 103		5 0 0			5 0 0			3	0.50	100	160	100		0		350		-55.0	1.0				226 226 226			226 226 226		196 196 196			255 255 255			24 26 23 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

////////////////////////////////////// WINTER_CLOUDY
// Amb_Props			Amb_World			Amb_Peds		Sun RGB		BackRGB		BackInt				Sky top			Sky bot			Sun RGBCore			Sun RGBCorona		Sun RGBSz	SprSz	SprBght		Shdw	LightShd	PoleShd		FarClp		FogSt	LightOnGround	LowCloudsRGB	TopCloudRGB		BottomCloudRGB		BlurRGB				WaterRGBA		GlowThresh		GlowStrength		CloudSpeed		CloudTopRGB		CloudBotRGB		ColFilterMode		ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange

// Midnight
70 74 71		148 155 180		70 74 71		55 55 55		70 74 71		0.25		25 25 25		81 83 96		5 0 0			5 0 0			3	0.0	100	200	100		0		180		-60.0	1.0				226 226 226			226 226 226		190 190 190				255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 1AM
70 74 71		148 155 180		70 74 71		55 55 55		70 74 71		0.25		25 25 25		81 83 96		5 0 0			5 0 0			3	0.0	100	200	100		0		180		-60.0	1.0				226 226 226			226 226 226			190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 2AM
70 74 71		148 155 180		70 74 71		55 55 55		70 74 71		0.25		25 25 25		81 83 96		5 0 0			5 0 0			3	0.0	100	200	100		0		180		-60.0	1.0				226 226 226			226 226 226			190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 3AM
70 74 71		148 155 180		70 74 71		55 55 55		70 74 71		0.25		25 25 25		81 83 96		5 0 0			5 0 0			3	0.0	100	200	100		0		180		-60.0	1.0				226 226 226			226 226 226			190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 4AM
80 87 90		148 155 180		80 87 90		55 55 55		80 87 90		0.25		34 36 47		81 83 96		5 0 0			5 0 0		2	0.0	100	200	100		0			180		-60.0	1.0				226 226 226			226 226 226			190 190 190				255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 5AM
87 91 87		148 155 180		87 91 87		55 55 55		87 91 87		0.25		55 58 77		81 83 96		5 0 0			5 0 0		1	0.5	100	150	100		0			180		-57.0	1.0				226 226 226		226 226 226			190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 6AM
92 91 84		177 179 186		92 91 84		55 55 55		92 91 84		0.25		135 135 135		100 100 100		5 0 0			5 0 0		0	0.5	100	140	100		0			180		-55.0	0.75			226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 7AM
95 101 107		177 179 186		95 101 107		55 55 55		95 101 107		0.25		135 135 135		100 100 100		5 0 0		5 0 0		0	0.75	100	100	50		0				180		-50.0	0.75				226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 8AM
95 101 107		177 179 186		95 101 107		55 55 55		95 101 107		0.25		135 135 135		100 100 100		5 0 0		5 0 0		0	0.5	100	140	0		0				180		-50.0	0.75				226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 9AM
95 101 107		177 179 186		95 101 107		55 55 55		95 101 107		0.25		135 135 135		100 100 100		5 0 0		5 0 0		0	0.5	100	140	0		0				180		-50.0	1.0				226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 10AM
95 101 107		177 179 186		95 101 107		55 55 55		95 101 107		0.25		135 135 135		100 100 100		5 0 0		5 0 0		0	0.5	100	150	0		0				180		-50.0	1.0				226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 11AM
95 101 107		177 179 186		95 101 107		55 55 55		95 101 107		0.25		135 135 135		100 100 100		5 0 0		5 0 0		0	0.5	100	150	0		0				180		-50.0	1.0				226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

//
// Amb_Props			Amb_World			Amb_Peds		Sun RGB		BackRGB		BackInt				Sky top			Sky bot			Sun RGBCore			Sun RGBCorona		Sun RGBSz	SprSz	SprBght		Shdw	LightShd	PoleShd		FarClp		FogSt	LightOnGround	LowCloudsRGB	TopCloudRGB		BottomCloudRGB		BlurRGB				WaterRGBA		GlowThresh		GlowStrength		CloudSpeed		CloudTopRGB		CloudBotRGB		ColFilterMode		ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange

// Midday
95 101 107		177 179 186		95 101 107		55 55 55		95 101 107		0.25		135 135 135		100 100 100		5 0 0		5 0 0		0	1.0	100	150	0		0				180		-50.0	1.0				226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 1PM
95 101 107		177 179 186		95 101 107		55 55 55		95 101 107		0.25		135 135 135		100 100 100		5 0 0		5 0 0		0	1.0	100	150	0		0				180		-50.0	1.0				226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 2PM
95 101 107		177 179 186		95 101 107		55 55 55		95 101 107		0.25		135 135 135		100 100 100		5 0 0		5 0 0		0	1.0	100	150	0		0				180		-50.0	1.0				226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 3PM
95 101 107		177 179 186		95 101 107		55 55 55		95 101 107		0.25		135 135 135		100 100 100		5 0 0		5 0 0		0	1.0	100	150	0		0				180		-50.0	1.0				226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 4PM
95 101 107		177 179 186		95 101 107		55 55 55		95 101 107		0.25		135 135 135		100 100 100		5 0 0		5 0 0		0	1.0	100	150	0		0				180		-50.0	1.0				226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 5PM
80 87 90		177 179 186		80 87 90		55 55 55		80 87 90		0.25		135 135 135		100 100 100		5 0 0		5 0 0		0	1.0	100	140	0		0				180		-50.0	0.75				226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 6PM
80 87 90		199 200 199		80 87 90		55 55 55		80 87 90		0.25		135 135 135		100 100 100		5 0 0		5 0 0		0	1.0	100	120	0		0				180		-50.0	0.75				226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 7PM
80 87 90		178 182 193		80 87 90		55 55 55		80 87 90		0.25		79 85 96		81 83 96		5 0 0		5 0 0		1	1.0	100	110	40		0				180		-50.0	0.75			226 226 226		226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 8PM
80 87 90		157 164 187		80 87 90		55 55 55		80 87 90		0.25		52 56 73		81 83 96		5 0 0		5 0 0		2.0	1.0	100	100	60		0				180		-50.0	1.0				226 226 226		226 226 226		190 190 190				255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 9PM
70 74 71		148 155 180		70 74 71		55 55 55		70 74 71		0.25		37 40 52		81 83 96		5 0 0		5 0 0		2.5	1.0	100	100	80		0				180		-50.0	1.0				226 226 226		226 226 226		190 190 190				255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 10PM
70 74 71		148 155 180		70 74 71		55 55 55		70 74 71		0.25		25 25 25		81 83 96		5 0 0			5 0 0			3	1.0	100	160	100		0		180		-50.0	1.0				226 226 226		226 226 226		190 190 190				255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 11PM
70 74 71		148 155 180		70 74 71		55 55 55		70 74 71		0.25		25 25 25		81 83 96		5 0 0			5 0 0			3	1.0	100	160	100		0		180		-55.0	1.0				226 226 226			226 226 226		190 190 190			255 255 255			255 255 255 200		0		0		0		80 80 80		80 80 80		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

////////////////////////////////////// SNOWY
// Amb_Props			Amb_World			Amb_Peds		Sun RGB		BackRGB		BackInt				Sky top			Sky bot			Sun RGBCore			Sun RGBCorona		Sun RGBSz	SprSz	SprBght		Shdw	LightShd	PoleShd		FarClp		FogSt	LightOnGround	LowCloudsRGB	TopCloudRGB		BottomCloudRGB		BlurRGB				WaterRGBA		GlowThresh		GlowStrength		CloudSpeed		CloudTopRGB		CloudBotRGB		ColFilterMode		ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange

// Midnight
70 74 71		148 155 180		70 74 71		55 55 55		85 85 85		0.25		25 25 25		81 83 96		0 0 0			0 0 0			0	10	100	200	100		0		200		-20	1.0				75 75 75			75 75 75		75 75 75				255 255 255			17 18 16 200		0		0		-0.25		50 50 50		50 50 50		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 1AM
70 74 71		148 155 180		70 74 71		55 55 55		85 85 85		0.25		25 25 25		81 83 96		0 0 0			0 0 0			0	10	100	200	100		0		200		-20	1.0				75 75 75			75 75 75			75 75 75			255 255 255			17 18 16 200		0		0		-0.25		50 50 50		50 50 50		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 2AM
70 74 71		148 155 180		70 74 71		55 55 55		85 85 85		0.25		25 25 25		81 83 96		0 0 0			0 0 0			0	10	100	200	100		0		200		-20	1.0				75 75 75			75 75 75			75 75 75			255 255 255			22 23 21 200		0		0		-0.25		50 50 50		50 50 50		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 3AM
70 74 71		148 155 180		70 74 71		55 55 55		85 85 85		0.25		25 25 25		81 83 96		0 0 0			0 0 0			0	10	100	200	100		0		200		-20	1.0				75 75 75			75 75 75			75 75 75			255 255 255			27 29 26 200		0		0		-0.25		50 50 50		50 50 50		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 4AM
80 87 90		148 155 180		80 87 90		55 55 55		85 85 85		0.25		34 36 47		81 83 96		0 0 0			0 0 0		0	0.0	100	200	100		0			200		-20	1.0				75 75 75			75 75 75			75 75 75				255 255 255			32 35 31 200		0		0		-0.25		50 50 50		50 50 50		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 5AM
87 91 87		148 155 180		87 91 87		55 55 55		85 85 85		0.25		55 58 77		81 83 96		0 0 0			0 0 0		0	0.5	100	150	100		0			200		-10	1.0				75 75 75		75 75 75			75 75 75			255 255 255			37 40 37 200		0		0		-0.25		50 50 50		50 50 50		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 6AM
92 91 84		177 179 186		92 91 84		55 55 55		85 85 85		0.25		135 135 135		100 100 100		0 0 0			0 0 0		0	0.5	100	140	100		0			200		-10	0.75			210 210 210		200 200 200		190 190 190			255 255 255			42 46 42 200		0		0		-0.25		50 50 50		50 50 50		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 7AM
95 101 107		177 179 186		95 101 107		55 55 55		85 85 85		0.25		135 135 135		100 100 100		0 0 0		0 0 0		0	0.75	100	100	50		0				200		-10	0.75				210 210 210		200 200 200		190 190 190			255 255 255			47 52 47 200		0		0		-0.25		50 50 50		50 50 50		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 8AM
95 101 107		177 179 186		95 101 107		55 55 55		85 85 85		0.25		135 135 135		100 100 100		0 0 0		0 0 0		0	0.5	100	140	0		0				200		-20	0.75				210 210 210		200 200 200		190 190 190			255 255 255			47 52 47 200		0		0		-0.25		50 50 50		50 50 50		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 9AM
95 101 107		177 179 186		95 101 107		55 55 55		85 85 85		0.25		135 135 135		100 100 100		0 0 0		0 0 0		0	0.5	100	140	0		0				200		-20	1.0				210 210 210		200 200 200		190 190 190			255 255 255			52 58 53 200		0		0		-0.25		50 50 50		50 50 50		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 10AM
95 101 107		177 179 186		95 101 107		55 55 55		85 85 85		0.25		135 135 135		100 100 100		0 0 0		0 0 0		0	0.5	100	150	0		0				200		-20	1.0				210 210 210		200 200 200		190 190 190			255 255 255			52 58 53 200		0		0		-0.25		50 50 50		50 50 50		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// 11AM
95 101 107		177 179 186		95 101 107		55 55 55		85 85 85		0.25		135 135 135		100 100 100		0 0 0		0 0 0		0	0.5	100	150	0		0				200		0	1.0				210 210 210		200 200 200		190 190 190			255 255 255			52 58 53 200		0		0		-0.25		50 50 50		50 50 50		1		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

//
