// timecycle generated by derpy's script loader



////////////////////////////////////// EXTRACOLOURS 1
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// School Hallways
85 85 85	192 192 192	75 75 75	97 97 97	75 75 75	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	110	0.500	0.500	350	-50	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	400

// Auditorium
72 72 72	192 192 192	150 150 150	79 79 79	73 73 73	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	110	0.500	0.500	110	-8	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	205 205 138 128	0.400	0.500	0.500	1.000	0.500	1.000	2500

// Chem_Plant
54 54 54	223 235 255	80 80 80	79 79 79	73 73 73	0.200	123 114 113	95 103 112	0 0 0	0 0 0	1.000	1.000	0.300	110	0.500	0.500	160	-15	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	126 223 38 200	0.500	0.500	0.500	1.000	0.500	1.000	500

// (???)Nerd_Fortress
72 72 72	192 192 192	40 40 40	60 60 60	88 88 88	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-56	0.500	0.500	350	100	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	0	255 255 255 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// (???)Island_3
72 72 72	192 192 192	40 40 40	60 60 60	80 89 95	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	110	0.500	0.500	350	-50	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	0	255 255 255 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// Staff Room
75 75 75	255 255 255	55 55 55	88 88 88	68 68 68	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	1.000	110	0.500	0.500	350	-50	0.550	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	206 170 138 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// (???)Attic
40 40 40	225 225 225	50 50 50	82 82 82	88 88 88	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	110	0.500	0.500	350	-50	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	1	210 255 255 200	0.500	1.000	0.500	1.000	0.500	1.000	2500

// (???)Funhouse
72 72 72	192 192 192	40 40 40	60 60 60	88 88 88	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	110	0.500	0.500	350	-50	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	0	255 255 255 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

////////////////////////////////////// EXTRACOLOURS 2
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// General Store
72 72 72	255 255 255	90 90 90	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	110	0.500	0.500	350	-50	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	226 255 212 128	0.500	1.000	0.500	1.000	0.500	1.000	500

// Boxing Club
40 40 55	192 192 192	85 85 85	79 79 79	82 82 82	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	110	0.500	0.500	125	-8	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	176 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	400

// (???)Fire Works
72 72 72	255 255 255	100 100 100	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	110	0.500	0.500	350	-50	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	1	218 255 255 177	0.850	1.000	0.500	1.000	0.500	1.000	2500

// Bike Shop
72 72 72	215 215 215	90 90 90	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	110	0.500	0.500	350	-50	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	205 205 138 128	0.500	1.000	0.500	1.000	0.500	1.000	500

// Comic Shop
72 72 72	230 230 230	85 85 85	125 125 125	59 59 59	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	110	0.500	0.500	350	-50	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	255 200 200 125	0.500	1.000	0.500	1.000	0.500	1.000	400

// Test Area(Bike, Peds, Pickups)
72 72 72	192 192 192	40 40 40	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	110	0.500	0.500	350	-50	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	0	255 255 255 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// Prep House
72 72 72	255 255 255	75 75 75	79 79 79	55 55 55	0.250	0 0 0	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	110	0.500	0.500	125	-10	0.600	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	172 183 223 255	0.500	1.000	0.500	1.000	0.500	1.000	500

// Clothing (Rich)
120 120 120	255 255 255	100 100 100	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	1.000	-128	0.500	0.500	350	100	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	255 255 227 128	0.250	1.000	0.500	1.000	0.500	1.000	2500

// Clothing (Poor)
72 72 72	225 225 225	65 65 65	100 100 100	75 75 75	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	350	100	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// Girls Dorm
120 120 120	250 250 250	90 90 90	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	200	-8	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	400

// Tenements
58 50 27	245 245 245	55 55 55	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	100	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	255 255 255 164	0.500	1.000	0.500	1.000	0.500	1.000	500

// Funhouse
80 80 80	192 192 192	40 40 40	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	100	0.500	0.500	80	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	500

// Asylum
50 50 50	200 200 200	80 80 80	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	1.000	-128	0.500	0.500	45	1	0.850	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	113 220 255 112	0.500	1.000	0.500	1.000	0.500	1.000	400

// Barber
85 85 85	255 255 255	65 65 65	79 79 79	69 69 69	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	65	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	500

// Observatory
40 40 40	255 255 255	85 85 85	79 79 79	100 100 100	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	65	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	180 222 254 125	0.500	1.000	0.500	1.000	0.500	1.000	400

// (???)IGOCart
70 70 70	210 210 210	85 85 85	79 79 79	55 55 55	0.250	145 167 185	95 103 111	5 0 0	5 0 0	1.000	1.000	0.300	-56	0.500	0.500	300	-20	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	0 0 0	0 0 0	2	96 255 215 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// (???)TGOCart
70 70 70	192 192 192	85 85 85	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-56	0.500	0.500	335	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	136 136 136	2	96 255 215 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// (???)Junkyard
40 40 40	192 192 192	55 55 55	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-56	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// (???)iLPStore
90 90 90	255 255 255	115 115 115	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	1.000	-56	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	0	255 255 255 70	0.500	1.000	0.500	1.000	0.500	1.000	2500

// (???)Midway
120 120 120	230 230 230	70 70 70	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-56	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	0	255 255 255 70	0.500	1.000	0.500	1.000	0.500	1.000	2500

// Hair_Salon
90 90 90	255 255 255	80 80 80	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	255 255 255 70	0.500	1.000	0.500	1.000	0.500	1.000	2500

// (???)Underwater
40 40 40	192 192 192	55 55 55	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-56	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	0	255 255 255 70	0.500	1.000	0.500	1.000	0.500	1.000	2500

// (???)GoKart2
40 40 40	192 192 192	55 55 55	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-56	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// (???)Gift_Shop
40 40 40	215 215 215	95 95 95	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-56	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	0	255 255 255 70	0.500	1.000	0.500	1.000	0.500	1.000	2500

////////////////////////////////////// EXTRACOLOURS 3
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Souvenir
40 40 40	255 255 255	70 70 70	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	240 235 255 100	0.500	1.000	0.500	1.000	0.500	1.000	500

// iMGRaceA
40 40 40	195 195 195	75 75 75	79 79 79	55 55 55	0.250	75 54 78	124 173 171	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	350	-10	1.000	0.600 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	176 174 193	140 140 140	2	240 235 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// iMGRaceB
40 40 40	200 200 200	75 75 75	79 79 79	55 55 55	0.250	75 54 78	124 173 171	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	350	-10	1.000	0.600 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.100	170 167 102	140 140 140	2	187 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// iMGRaceC
40 40 40	190 190 190	75 75 75	79 79 79	55 55 55	0.250	71 29 29	123 43 45	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	500	-40	1.000	0.600 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.300	184 193 0	140 140 140	2	255 171 181 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// WareHouse
60 60 60	255 255 255	100 100 100	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.600	-128	0.500	0.500	300	1	0.650	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	148 213 255 100	0.500	1.000	0.500	1.000	0.500	1.000	500

// Freak_Show
79 79 79	240 240 240	75 75 75	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	255 255 255 100	0.500	0.750	0.500	1.000	0.500	1.000	500

// Poor_Hair
200 200 200	255 255 255	100 100 100	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	108 255 255 115	0.500	0.750	0.500	1.000	0.500	1.000	500

// iDropS
25 25 25	255 255 255	60 60 60	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	65	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	108 255 255 115	0.500	1.000	0.500	1.000	0.500	1.000	500

// (???)iNerdS
80 80 80	255 255 255	80 80 80	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	117 255 255 115	0.500	1.000	0.500	1.000	0.500	1.000	500

// iJockS
90 90 90	255 255 250	100 100 100	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	108 255 255 115	0.500	1.000	0.500	1.000	0.500	1.000	500

// iPrepS
50 50 50	255 255 255	65 65 65	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	221 221 221 200	0.500	1.000	0.500	1.000	0.500	1.000	500

// iGrsrS
20 20 20	255 255 255	50 50 50	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	255 255 207 200	0.500	1.000	0.500	1.000	0.500	1.000	400

// BMXTrack
79 79 79	255 255 255	70 70 70	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-128	0.500	0.500	300	1	1.000	1.000 1.000 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	0.000	136 136 136	140 140 140	2	255 255 211 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// (???)Library2
40 40 40	192 192 192	55 55 55	79 79 79	55 55 55	0.250	123 114 113	95 103 112	5 0 0	5 0 0	1.000	1.000	0.300	-56	100.000	0.000	600	1	1.000	30.000 20.000 0.000	0 0 184	65 0 0	0 0 0	0 0 0 0	0	66	0.000	136 136 136	140 140 140	0	255 255 255 70	0.500	1.000	0.500	1.000	0.500	1.000	2500

