// timecycle generated by derpy's script loader



////////////////////////////////////// Sunny
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Midnight
73 75 86	148 155 180	101 109 116	46 46 44	70 74 71	0.000	45 47 62	19 20 26	5 0 0	5 0 0	0.000	1.000	0.000	50	0.550	0.500	400	-100	0.500	0.800 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	42 42 42	56 44 55	2	204 208 227 200	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 6AM
73 75 86	170 174 193	101 109 116	51 51 49	145 143 124	0.000	57 62 81	141 147 175	5 0 0	5 0 0	0.000	1.000	0.000	50	0.550	0.500	400	-80	0.500	0.800 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	85 85 85	88 86 71	2	106 119 176 100	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 7AM
74 89 96	128 128 155	84 97 114	119 100 85	160 123 107	0.000	192 133 133	224 218 141	202 66 0	55 36 0	4.000	1.000	0.000	100	0.510	0.550	400	-100	1.000	3.000 0.200 0.000	0 0 128	63 0 0	0 0 0	0 0 0 0	0	0	-0.100	85 85 85	175 165 134	2	140 140 140 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 8AM
77 92 100	128 128 155	84 97 114	129 130 96	208 206 187	0.000	72 72 176	126 152 239	160 143 24	68 67 21	3.000	1.000	0.000	116	0.600	0.650	400	-100	1.000	3.000 0.200 0.000	0 0 128	63 0 0	0 0 0	0 0 0 0	0	0	-0.100	85 85 85	0 0 0	2	140 140 140 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 9AM
81 97 104	128 128 155	84 97 114	129 130 96	208 206 187	0.000	36 36 213	126 152 239	165 156 56	62 61 19	3.000	1.000	0.000	-124	0.600	0.650	400	-100	1.000	3.000 0.200 0.000	0 0 128	63 0 0	0 0 0	0 0 0 0	0	0	-0.100	85 85 85	0 0 0	2	140 140 140 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 10AM
83 99 106	128 128 155	84 97 114	129 130 96	208 206 187	0.100	36 36 213	126 152 239	165 156 56	62 61 19	3.000	1.000	0.000	-108	0.600	0.650	400	-100	1.000	3.000 0.200 0.000	0 0 128	63 0 0	0 0 0	0 0 0 0	0	0	-0.100	85 85 85	0 0 0	2	140 140 140 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 11AM
86 103 112	128 128 155	84 97 114	129 130 96	208 206 187	0.200	36 36 213	126 152 239	165 156 56	62 61 19	3.000	1.000	0.000	-92	0.600	0.650	400	-100	1.000	3.000 0.200 0.000	0 0 128	63 0 0	0 0 0	0 0 0 0	0	0	-0.100	85 85 85	0 0 0	2	140 140 140 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

//
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Midday
86 103 112	128 128 155	84 97 114	129 130 96	208 206 187	0.300	36 36 213	126 152 239	165 156 56	62 61 19	3.000	1.000	0.000	-76	0.600	0.650	400	-100	1.000	3.000 0.200 0.000	0 0 128	63 0 0	0 0 0	0 0 0 0	0	0	-0.100	85 85 85	0 0 0	2	140 140 140 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 1PM
86 103 112	128 128 155	84 97 114	129 130 96	208 206 187	0.200	36 36 213	126 152 239	165 156 56	62 61 19	3.000	1.000	0.000	-92	0.600	0.650	400	-100	1.000	3.000 0.200 0.000	0 0 128	63 0 0	0 0 0	0 0 0 0	0	0	-0.100	85 85 85	0 0 0	2	140 140 140 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 2PM
83 99 106	128 128 155	84 97 114	129 130 96	208 206 187	0.100	36 36 213	126 152 239	165 156 56	62 61 19	3.000	1.000	0.000	-108	0.600	0.650	400	-100	1.000	3.000 0.200 0.000	0 0 128	63 0 0	0 0 0	0 0 0 0	0	0	-0.100	85 85 85	0 0 0	2	140 140 140 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 3PM
81 97 104	128 128 155	84 97 114	129 130 96	208 206 187	0.000	36 36 213	126 152 239	165 156 56	62 61 19	3.000	1.000	0.000	-124	0.600	0.650	400	-100	1.000	3.000 0.200 0.000	0 0 128	63 0 0	0 0 0	0 0 0 0	0	0	-0.100	85 85 85	0 0 0	2	140 140 140 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 4PM
77 92 100	128 128 155	84 97 114	129 130 96	208 206 187	0.000	36 36 213	126 152 239	165 156 56	62 61 19	3.000	1.000	0.000	116	0.600	0.650	400	-100	1.000	3.000 0.200 0.000	0 0 128	63 0 0	0 0 0	0 0 0 0	0	0	-0.100	85 85 85	0 0 0	2	140 140 140 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 5PM
74 89 96	128 128 155	84 97 114	129 130 96	208 206 187	0.000	96 96 164	174 145 181	165 156 56	62 61 19	3.000	1.000	0.000	100	0.600	0.650	400	-100	1.000	3.000 0.200 0.000	0 0 128	63 0 0	0 0 0	0 0 0 0	0	0	-0.100	130 130 130	195 195 195	2	140 140 140 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 6PM
74 89 96	128 128 155	84 97 114	74 77 87	97 73 82	0.000	96 96 164	210 155 155	202 66 0	62 40 0	8.000	1.000	0.000	90	0.600	0.550	400	-100	1.000	3.000 0.200 0.000	0 0 128	63 0 0	0 0 0	0 0 0 0	0	0	-0.100	72 53 66	58 44 44	2	140 140 140 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 7PM
73 75 86	148 155 180	85 91 98	65 67 73	61 65 62	0.000	32 34 38	19 20 26	5 0 0	5 0 0	0.000	1.000	0.000	50	0.550	0.550	400	-80	0.500	0.800 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	18 22 24	47 58 66	2	204 208 227 230	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 8PM
73 75 86	148 155 180	85 91 98	37 38 41	61 65 62	0.000	19 21 26	19 20 26	5 0 0	5 0 0	0.000	1.000	1.500	50	0.550	0.500	400	-80	0.500	0.800 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	18 22 24	47 58 66	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 9PM
73 75 86	148 155 180	85 91 98	46 46 44	61 65 62	0.000	19 21 26	19 20 26	5 0 0	5 0 0	0.000	1.000	1.500	50	0.550	0.500	400	-100	0.500	0.800 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	18 22 24	47 58 66	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 10PM
73 75 86	148 155 180	85 91 98	46 46 44	61 65 62	0.000	19 21 26	19 20 26	5 0 0	5 0 0	0.000	1.000	1.500	50	0.550	0.500	400	-100	0.500	0.800 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	18 22 24	47 58 66	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 11PM
73 75 86	148 155 180	85 91 98	46 46 44	61 65 62	0.000	19 21 26	19 20 26	5 0 0	5 0 0	0.000	1.000	1.500	50	0.550	0.500	400	-100	0.500	0.800 0.200 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.100	18 22 24	35 44 66	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

////////////////////////////////////// CLOUDY
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Midnight
80 81 88	135 137 146	81 87 94	55 55 55	70 74 71	0.000	19 21 26	19 20 26	5 0 0	5 0 0	3.000	1.000	1.500	50	0.500	0.500	400	-60	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 50	10 10 10	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 1AM
80 81 88	135 137 146	81 87 94	55 55 55	70 74 71	0.000	19 21 26	19 20 26	5 0 0	5 0 0	3.000	1.000	1.500	50	0.500	0.500	400	-60	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 50	10 10 10	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 2AM
80 81 88	135 137 146	81 87 94	55 55 55	70 74 71	0.000	19 21 26	19 20 26	5 0 0	5 0 0	3.000	1.000	1.500	50	0.500	0.500	400	-60	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 50	10 10 10	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 3AM
80 81 88	135 137 146	81 87 94	55 55 55	70 74 71	0.000	19 21 26	19 20 26	5 0 0	5 0 0	3.000	1.000	1.500	50	0.500	0.500	400	-60	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 50	10 10 10	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 4AM
80 81 88	135 137 146	81 87 94	55 55 55	80 87 90	0.000	19 21 26	19 20 26	5 0 0	5 0 0	2.000	1.000	1.500	50	0.500	0.500	400	-60	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 50	10 10 10	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 5AM
80 81 88	135 137 146	81 87 94	55 55 55	87 91 87	0.000	45 47 62	19 20 26	5 0 0	5 0 0	1.000	1.000	1.500	50	0.500	0.500	400	-57	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 50	10 10 10	2	204 208 227 200	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 6AM
80 81 88	177 179 186	81 87 94	55 55 55	92 91 84	0.000	57 62 81	141 147 175	5 0 0	5 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-55	0.500	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 50	10 10 10	2	106 119 176 100	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 7AM
95 101 107	125 131 157	123 137 159	55 55 55	95 101 107	0.000	150 135 133	167 160 124	5 0 0	5 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-50	1.000	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	127 127 127	10 10 10	2	164 164 185 100	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 8AM
95 101 107	131 137 162	128 142 163	55 55 55	95 101 107	0.000	125 130 145	121 125 142	5 0 0	5 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-50	1.000	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	75 75 75	10 10 10	2	164 164 185 90	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 9AM
95 101 107	137 144 167	134 147 167	55 55 55	95 101 107	0.000	131 136 150	128 132 148	5 0 0	5 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-50	1.000	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	75 75 75	10 10 10	2	164 164 185 80	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 10AM
95 101 107	143 150 172	139 152 172	55 55 55	95 101 107	0.000	137 142 155	135 139 154	5 0 0	5 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-50	1.000	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	75 75 75	10 10 10	2	164 164 185 80	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 11AM
95 101 107	149 157 177	145 157 176	55 55 55	95 101 107	0.000	144 148 161	142 146 160	5 0 0	5 0 0	0.000	1.000	0.000	50	0.500	0.500	400	-50	1.000	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	75 75 75	10 10 10	2	164 164 185 80	0.500	1.000	0.500	1.000	0.500	1.000	2500

//
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Midday
95 101 107	155 163 182	150 162 180	55 55 55	95 101 107	0.000	150 154 166	149 153 166	5 0 0	5 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-50	1.000	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	75 75 75	10 10 10	2	164 164 185 80	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 1PM
95 101 107	150 157 177	146 158 177	55 55 55	95 101 107	0.000	146 150 163	157 160 172	5 0 0	5 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-50	1.000	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	75 75 75	10 10 10	2	164 164 185 80	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 2PM
95 101 107	145 152 173	142 154 174	55 55 55	95 101 107	0.000	142 147 160	157 160 172	5 0 0	5 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-50	1.000	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	75 75 75	10 10 10	2	164 164 185 80	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 3PM
95 101 107	140 146 169	138 151 171	55 55 55	95 101 107	0.000	139 143 157	157 160 172	5 0 0	5 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-50	1.000	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	75 75 75	10 10 10	2	164 164 185 80	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 4PM
95 101 107	135 141 165	134 147 168	55 55 55	95 101 107	0.000	135 140 154	157 160 172	5 0 0	5 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-50	1.000	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	75 75 75	10 10 10	2	164 164 185 80	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 5PM
80 87 90	130 136 161	130 144 165	55 55 55	80 87 90	0.000	132 136 151	168 155 170	5 0 0	5 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-50	1.000	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	75 75 75	10 10 10	2	164 164 185 90	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 6PM
80 87 90	132 139 159	126 140 162	55 55 55	80 87 90	0.000	128 133 148	199 167 167	5 0 0	5 0 0	0.000	1.000	0.200	50	0.500	0.500	400	-50	1.000	0.400 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	127 127 127	10 10 10	2	164 164 185 100	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 7PM
80 81 88	135 137 146	81 87 94	55 55 55	80 87 90	0.000	32 34 38	19 20 26	5 0 0	5 0 0	1.000	1.000	1.500	50	0.500	0.500	400	-50	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 50	10 10 10	2	204 208 227 230	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 8PM
80 81 88	135 137 146	81 87 94	55 55 55	80 87 90	0.000	19 21 26	19 20 26	5 0 0	5 0 0	2.000	1.000	1.500	50	0.500	0.500	400	-50	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 50	10 10 10	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 9PM
80 81 88	135 137 146	81 87 94	55 55 55	70 74 71	0.000	19 21 26	19 20 26	5 0 0	5 0 0	2.500	1.000	1.500	50	0.500	0.500	400	-50	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 50	10 10 10	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 10PM
80 81 88	135 137 146	81 87 94	55 55 55	70 74 71	0.000	19 21 26	19 20 26	5 0 0	5 0 0	3.000	1.000	1.500	50	0.500	0.500	400	-50	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 50	10 10 10	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 11PM
80 81 88	135 137 146	81 87 94	55 55 55	70 74 71	0.000	19 21 26	19 20 26	5 0 0	5 0 0	3.000	1.000	1.500	50	0.500	0.500	400	-55	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.300	50 50 50	10 10 10	2	204 208 227 255	0.500	1.000	0.500	1.000	0.500	1.000	2500

////////////////////////////////////// RAINY
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Midnight
80 81 88	157 162 189	85 85 85	55 55 55	85 85 85	0.250	10 10 10	39 40 46	0 0 0	0 0 0	0.000	1.000	1.500	-56	0.500	0.500	400	-20	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 1AM
80 81 88	157 162 189	85 85 85	55 55 55	85 85 85	0.250	10 10 10	39 40 46	0 0 0	0 0 0	0.000	1.000	1.500	-56	0.500	0.500	400	-20	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 2AM
80 81 88	157 162 189	85 85 85	55 55 55	85 85 85	0.250	10 10 10	39 40 46	0 0 0	0 0 0	0.000	1.000	1.500	-56	0.500	0.500	400	-20	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 3AM
80 81 88	157 162 189	85 85 85	55 55 55	85 85 85	0.250	10 10 10	39 40 46	0 0 0	0 0 0	0.000	1.000	1.500	-56	0.500	0.500	400	-20	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 4AM
80 81 88	157 162 189	85 85 85	55 55 55	85 85 85	0.250	10 10 10	39 40 46	0 0 0	0 0 0	0.000	1.000	1.500	-56	0.500	0.500	400	-20	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 5AM
80 81 88	157 162 189	85 85 85	55 55 55	85 85 85	0.250	55 58 77	81 83 96	0 0 0	0 0 0	0.000	1.000	1.500	-106	0.500	0.500	400	-10	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 6AM
80 81 88	177 179 186	92 91 84	55 55 55	85 85 85	0.250	135 135 135	100 100 100	0 0 0	0 0 0	0.000	1.000	0.200	-116	0.500	0.500	400	-10	0.500	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 7AM
95 101 107	132 141 167	95 101 107	55 55 55	85 85 85	0.250	135 135 135	100 100 100	0 0 0	0 0 0	0.000	1.000	0.200	100	0.500	0.500	400	-10	1.000	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 8AM
95 101 107	136 145 171	95 101 107	55 55 55	85 85 85	0.250	135 135 135	100 100 100	0 0 0	0 0 0	0.000	1.000	0.200	-116	0.500	0.500	400	-20	1.000	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 9AM
95 101 107	140 150 175	95 101 107	55 55 55	85 85 85	0.250	135 135 135	100 100 100	0 0 0	0 0 0	0.000	1.000	0.200	-116	0.500	0.500	400	-20	1.000	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 10AM
95 101 107	144 155 179	95 101 107	55 55 55	85 85 85	0.250	135 135 135	100 100 100	0 0 0	0 0 0	0.000	1.000	0.200	-106	0.500	0.500	400	-20	1.000	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 11AM
95 101 107	148 160 183	95 101 107	55 55 55	85 85 85	0.250	135 135 135	100 100 100	0 0 0	0 0 0	0.000	1.000	0.000	-106	0.500	0.500	400	-20	1.000	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

//
// Amb_Props	Amb_World	Amb_Peds	Sun RGB	BackRGB	BackInt	Sky top	Sky bot	Sun RGBCore	Sun RGBCorona	Sun RGBSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	NightFactor	LowCloudsRGB	TopCloudRGB	BottomCloudRGB	BlurRGB	WaterRGBA	GlowThresh	GlowStrength	CloudSpeed	CloudTopRGB	CloudBotRGB	ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	NearFarRatio

// Midday
95 101 107	152 165 187	95 101 107	55 55 55	85 85 85	0.250	135 135 135	100 100 100	0 0 0	0 0 0	0.000	1.000	0.200	-106	0.500	0.500	400	-20	1.000	0.300 0.100 0.000	0 0 0	0 0 0	0 0 0	0 0 0 0	0	0	-0.250	50 50 50	10 10 10	2	255 255 255 128	0.500	1.000	0.500	1.000	0.500	1.000	2500

// 1PM
